userId,movieId,rating
3,281373,0.5
3,80836,5.0
3,82431,5.0
3,82677,4.5
3,83557,5.0
3,99699,0.5
3,82000,5.0
3,72913,4.5
3,72856,5.0
3,78062,4.5
3,105643,5.0
3,1190080,0.5
4,113161,3.0
4,114746,2.0
4,114681,3.0
4,114369,2.0
4,113819,3.0
4,110877,3.0
4,110251,4.0
4,116324,5.0
4,110647,1.0
4,109508,5.0
4,113464,3.0
4,113677,5.0
4,114323,2.0
4,112471,5.0
4,112679,1.0
4,111797,5.0
4,109707,2.0
4,110005,3.0
4,76759,5.0
4,103994,5.0
4,110912,1.0
4,111149,5.0
4,110598,5.0
4,109045,4.0
4,109348,4.0
4,109484,3.0
4,109831,3.0
4,110478,4.0
4,109219,2.0
4,106677,1.0
4,111732,2.0
4,106977,5.0
4,107207,5.0
4,107507,5.0
4,107822,1.0
4,108149,5.0
4,108160,1.0
4,108358,2.0
4,103639,4.0
4,102926,5.0
4,101414,3.0
4,65214,2.0
4,116282,5.0
4,117060,3.0
4,117979,4.0
4,110480,3.0
4,116905,4.0
4,117991,4.0
4,32904,5.0
4,45152,4.0
4,54698,4.0
4,47396,4.0
4,53125,5.0
4,53291,5.0
4,34583,5.0
4,58385,5.0
4,32138,5.0
4,31381,5.0
4,38787,5.0
4,50658,3.0
4,57546,4.0
4,115640,5.0
4,116242,3.0
4,117802,2.0
4,67992,4.0
4,70707,5.0
4,95159,2.0
4,79470,5.0
4,61418,5.0
4,46912,5.0
4,104036,3.0
4,48545,5.0
4,71853,5.0
4,99703,4.0
4,116209,1.0
4,105488,5.0
4,80684,5.0
4,93779,5.0
4,82971,3.0
4,88846,2.0
4,50083,5.0
4,93191,1.0
4,99685,4.0
4,54215,4.0
4,86879,4.0
4,50212,5.0
4,92005,4.0
4,107048,4.0
4,105695,4.0
4,102536,2.0
4,32455,5.0
4,44706,5.0
4,88258,4.0
4,97576,4.0
4,64115,3.0
4,116996,1.0
4,118111,5.0
4,119008,4.0
4,119229,4.0
4,118655,4.0
4,119654,3.0
4,118883,1.0
4,119488,2.0
4,119164,4.0
4,119217,1.0
4,120255,4.0
4,118715,4.0
4,118566,5.0
4,119590,3.0
4,120176,5.0
4,119448,2.0
4,118798,4.0
4,120777,3.0
4,120787,2.0
4,127723,4.0
4,120762,3.0
4,120321,4.0
4,118789,1.0
4,129387,3.0
4,55614,5.0
4,100142,2.0
4,91369,5.0
4,88847,4.0
4,47478,2.0
4,90756,4.0
4,61852,5.0
4,79367,4.0
4,91790,3.0
4,80801,5.0
4,94721,5.0
4,44079,5.0
4,36342,4.0
4,35279,5.0
4,126604,1.0
4,118799,1.0
4,127536,2.0
4,50783,4.0
4,166396,4.0
4,147004,5.0
4,128445,3.0
4,88011,4.0
4,91605,4.0
4,133093,1.0
4,126250,5.0
4,126886,5.0
4,120915,1.0
4,145660,4.0
4,130827,5.0
4,120663,2.0
4,167404,4.0
4,155267,1.0
4,131325,2.0
4,80339,5.0
4,118843,5.0
4,169547,5.0
4,50814,4.0
4,68699,4.0
4,95270,5.0
4,137523,2.0
4,97123,2.0
4,120601,4.0
4,94012,4.0
4,101669,5.0
4,101605,4.0
4,178737,3.0
4,185125,5.0
4,175880,4.0
4,177789,1.0
4,134119,4.0
4,77269,4.0
4,104694,4.0
4,185014,4.0
4,101698,3.0
4,49730,5.0
4,102138,4.0
4,195685,4.0
4,146882,2.0
4,102057,1.0
4,75029,5.0
4,166175,2.0
4,85970,1.0
4,60176,3.0
4,103241,3.0
4,251739,5.0
4,181875,4.0
4,218839,3.0
4,249462,4.0
4,190332,4.0
4,93748,3.0
4,241303,1.0
4,219699,3.0
4,247196,4.0
4,190590,3.0
4,120202,3.0
4,146309,4.0
4,181865,5.0
4,234805,3.0
4,93260,4.0
4,118694,3.0
4,251031,3.0
4,209144,2.0
4,221027,5.0
4,243155,4.0
4,255094,3.0
4,199129,2.0
4,240913,4.0
4,203009,1.0
4,234288,4.0
4,243493,3.0
4,162346,1.0
4,203166,3.0
4,242587,5.0
4,243133,3.0
4,241527,4.0
4,256009,4.0
4,283509,5.0
5,114709,4.0
5,113161,4.0
5,112431,4.0
5,112818,4.0
5,112697,3.0
5,114814,4.0
5,110877,5.0
5,112573,4.0
5,112384,3.0
5,112462,3.0
5,111797,4.0
5,110005,5.0
5,110148,3.0
5,110367,4.0
5,103994,3.0
5,110322,1.0
5,110729,5.0
5,110912,5.0
5,110932,3.0
5,111282,2.0
5,111161,3.0
5,109040,3.0
5,109444,3.0
5,109831,2.0
5,110357,3.0
5,110475,4.0
5,111503,2.0
5,106220,3.0
5,106977,4.0
5,107206,4.0
5,107207,5.0
5,107943,3.0
5,108052,5.0
5,108071,4.0
5,108101,3.0
5,103639,4.0
5,103064,3.0
5,99348,5.0
5,96895,3.0
5,29583,5.0
5,101414,5.0
5,32910,5.0
5,100405,3.0
5,116282,3.0
6,113497,4.0
6,113228,5.0
6,114885,3.0
6,113041,5.0
6,113277,4.0
6,114319,4.0
6,112302,3.0
6,113189,3.0
6,112346,4.0
6,112453,3.0
6,112760,4.0
6,112641,4.0
6,114388,4.0
6,112281,2.0
6,113161,2.0
6,112722,5.0
6,114168,4.0
6,113627,3.0
6,114057,4.0
6,114011,3.0
6,112792,3.0
6,114746,4.0
6,112431,4.0
6,112818,5.0
6,114279,4.0
6,114272,4.0
6,114681,3.0
6,113347,4.0
6,114369,4.0
6,114814,1.0
6,112499,4.0
6,113419,4.0
6,116260,4.0
6,113862,4.0
6,115683,3.0
6,116839,3.0
6,114367,4.0
6,116731,3.0
6,118158,5.0
6,116151,3.0
6,115697,2.0
6,113972,4.0
6,117002,4.0
6,114825,4.0
6,115759,4.0
6,115907,3.0
6,117102,1.0
6,116483,4.0
6,112579,3.0
6,112573,5.0
6,113326,4.0
6,115645,3.0
6,110647,3.0
6,116130,3.0
6,118055,3.0
6,115685,4.0
6,112442,4.0
6,112342,4.0
6,112384,4.0
6,114287,4.0
6,112462,3.0
6,112642,4.0
6,112688,3.0
6,112715,5.0
6,112740,3.0
6,112851,3.0
6,112864,3.0
6,113071,5.0
6,113243,3.0
6,113464,3.0
6,113500,3.0
6,113690,3.0
6,113729,1.0
6,113749,2.0
6,113820,3.0
6,113957,3.0
6,113986,3.0
6,114241,3.0
6,114345,2.0
6,114496,4.0
6,114508,3.0
6,114663,3.0
6,114781,3.0
6,114798,3.0
6,114887,4.0
6,114898,3.0
6,114928,3.0
6,114938,4.0
6,112602,4.0
6,112508,4.0
6,112438,3.0
6,112571,2.0
6,112757,3.0
6,112679,4.0
6,112883,3.0
6,109635,4.0
6,109642,5.0
6,109686,3.0
6,109758,2.0
6,113117,4.0
6,113097,4.0
6,113198,3.0
6,113303,3.0
6,113199,3.0
6,110066,5.0
6,110006,4.0
6,113360,3.0
6,110099,4.0
6,110148,3.0
6,113463,3.0
6,110216,3.0
6,113501,5.0
6,113538,3.0
6,110367,4.0
6,113670,5.0
6,103994,3.0
6,110322,3.0
6,110443,3.0
6,110391,3.0
6,113691,4.0
6,109836,3.0
6,113755,4.0
6,110516,4.0
6,110527,5.0
6,113896,3.0
6,110684,4.0
6,110638,3.0
6,110632,2.0
6,110737,3.0
6,114151,3.0
6,114069,4.0
6,110413,3.0
6,110912,2.0
6,110963,3.0
6,114214,3.0
6,114296,4.0
6,114268,3.0
6,114571,1.0
6,111333,3.0
6,111112,5.0
6,111255,4.0
6,111282,5.0
6,111070,4.0
6,111161,5.0
6,114614,1.0
6,111280,4.0
6,114609,3.0
6,114852,3.0
6,114694,5.0
6,114888,3.0
6,108550,5.0
6,114924,4.0
6,111667,4.0
6,110598,3.0
6,112435,3.0
6,109040,3.0
6,104779,3.0
6,109348,3.0
6,109444,5.0
6,109446,5.0
6,109484,4.0
6,109504,3.0
6,109506,4.0
6,109450,4.0
6,109813,4.0
6,109830,5.0
6,109831,3.0
6,113305,3.0
6,110091,3.0
6,110093,3.0
6,110167,4.0
6,110213,3.0
6,110357,5.0
6,111686,3.0
6,110475,4.0
6,110478,5.0
6,110622,4.0
6,110771,3.0
6,110989,3.0
6,111257,5.0
6,111256,3.0
6,111503,4.0
6,111693,3.0
6,111742,3.0
6,111756,3.0
6,110027,3.0
6,106220,3.0
6,106226,3.0
6,106292,4.0
6,109198,3.0
6,106400,3.0
6,106452,3.0
6,109439,5.0
6,106582,4.0
6,106598,3.0
6,109480,3.0
6,106673,4.0
6,106873,3.0
6,111732,4.0
6,106918,4.0
6,106965,3.0
6,106977,5.0
6,107004,3.0
6,109891,3.0
6,107144,2.0
6,112966,4.0
6,107151,4.0
6,110097,3.0
6,107206,4.0
6,107207,4.0
6,108551,4.0
6,107290,5.0
6,107362,3.0
6,107478,3.0
6,107497,3.0
6,107501,4.0
6,107554,3.0
6,116253,3.0
6,107616,3.0
6,107614,5.0
6,110657,3.0
6,110687,3.0
6,107818,4.0
6,107822,3.0
6,107840,3.0
6,107943,4.0
6,110971,4.0
6,107977,3.0
6,108002,3.0
6,108052,3.0
6,108071,3.0
6,111127,3.0
6,111194,3.0
6,111201,3.0
6,108160,3.0
6,108162,3.0
6,108186,4.0
6,108174,3.0
6,108255,2.0
6,111400,3.0
6,108333,3.0
6,108358,5.0
6,110363,4.0
6,110366,3.0
6,99653,5.0
6,103639,5.0
6,103064,3.0
6,99348,5.0
6,96895,3.0
6,102926,4.0
6,29583,4.0
6,101414,5.0
6,32910,3.0
6,100405,4.0
6,112625,3.0
6,116282,3.0
6,116552,4.0
6,65421,5.0
6,117381,3.0
6,115509,4.0
6,117608,4.0
6,116095,1.0
6,115956,4.0
6,116287,3.0
6,112536,3.0
6,117774,3.0
6,116289,3.0
6,112368,4.0
6,117420,3.0
6,117979,4.0
6,95776,5.0
6,115851,3.0
6,116322,4.0
6,117108,2.0
6,117998,5.0
6,117768,3.0
6,117765,1.0
6,116669,3.0
6,63715,3.0
6,116629,5.0
6,116583,5.0
6,111237,3.0
6,116365,3.0
6,116493,3.0
6,117333,4.0
6,118073,3.0
6,116313,5.0
6,116353,4.0
6,117008,3.0
6,116191,4.0
6,115986,3.0
6,117826,3.0
6,117718,4.0
6,117918,4.0
6,115836,3.0
6,116654,3.0
6,116311,3.0
6,113596,3.0
6,113253,3.0
6,114007,3.0
6,118927,3.0
6,116329,4.0
6,117039,4.0
6,116830,4.0
6,115438,2.0
6,116421,4.0
6,115862,4.0
6,117887,3.0
6,116409,5.0
6,117665,4.0
6,115491,4.0
6,67992,3.0
6,68334,4.0
6,61418,3.0
7,114709,4.5
7,114814,4.5
7,110877,3.0
7,112384,4.5
7,112864,4.0
7,76759,5.0
7,109830,5.0
7,111503,3.0
7,107144,5.0
7,107290,5.0
7,99653,2.0
7,103639,3.0
7,103064,2.5
7,96895,3.0
7,102926,5.0
7,101414,3.5
7,117060,4.0
7,57012,4.0
7,116629,4.5
7,31381,3.0
7,62622,4.0
7,92099,4.0
7,116209,1.5
7,80684,4.0
7,78788,4.0
7,86190,4.0
7,54215,5.0
7,80455,4.5
7,88247,5.0
7,97165,1.5
7,88763,5.0
7,118655,3.5
7,118884,5.0
7,99810,4.0
7,119488,3.0
7,120382,3.0
7,119822,0.5
7,120591,4.0
7,129387,1.5
7,75148,4.5
7,47478,5.0
7,118799,2.0
7,120660,3.5
7,63442,5.0
7,120915,1.5
7,78346,3.0
7,125439,4.5
7,145660,2.0
7,144214,2.5
7,120891,1.5
7,97428,3.5
7,167404,4.5
7,169547,4.0
7,120363,4.5
7,183523,1.5
7,195685,4.5
7,172495,1.5
7,120755,1.0
7,120903,3.5
7,102510,5.0
7,210945,4.0
7,160127,2.5
7,217869,3.0
7,207201,4.0
7,215750,2.0
7,243155,2.0
7,126029,4.0
7,213149,0.5
7,212720,4.5
7,133152,1.0
7,247638,1.5
7,219965,1.5
7,272152,3.0
7,198781,4.0
7,241527,4.0
7,240772,4.0
7,120737,4.5
7,268978,4.5
7,268380,3.5
7,145487,3.5
7,121765,0.5
7,181689,4.0
7,120912,3.0
7,257044,3.0
7,286106,1.5
7,245429,5.0
7,295297,4.5
7,167261,4.5
7,264464,4.0
7,299658,4.5
7,290334,4.0
7,234215,4.0
7,286716,0.5
7,325980,4.5
7,332379,4.5
7,242653,2.0
7,325710,4.5
7,167260,4.0
7,337909,3.0
7,328107,4.0
7,69947,4.5
7,298148,3.5
7,304141,2.5
7,327162,2.0
7,364725,4.5
7,316654,4.5
7,372183,3.5
7,327554,1.0
7,368447,1.0
7,369339,4.5
7,368933,1.5
7,346156,1.0
7,356618,3.5
7,307453,1.0
7,349710,4.5
7,375063,4.0
7,387564,4.0
7,350258,3.5
7,317705,4.0
7,338348,1.0
7,308644,2.5
7,368891,2.5
7,349903,4.0
7,351817,3.0
7,338751,3.5
7,293508,2.0
7,373074,3.5
7,340163,2.0
7,358082,1.5
7,385307,2.0
7,401792,3.5
7,320661,3.5
7,121766,1.0
7,372784,2.0
7,374536,1.0
7,407304,3.0
7,399201,4.5
7,379725,3.5
7,380389,3.5
7,395251,4.5
7,376994,4.0
7,317219,4.5
7,410297,1.0
7,452637,0.5
7,348150,1.0
7,407887,1.0
7,418689,4.5
7,396171,2.5
7,381061,4.5
7,453467,3.5
7,457939,0.5
7,443489,3.0
8,113497,4.0
8,113189,2.0
8,112346,4.0
8,113161,4.0
8,114746,3.0
8,112431,5.0
8,112697,3.0
8,114369,4.0
8,114814,5.0
8,112573,3.0
8,115685,3.0
8,112384,4.0
8,112462,2.0
8,113957,5.0
8,113986,4.0
8,114898,3.0
8,109686,4.0
8,109707,3.0
8,113117,3.0
8,110099,3.0
8,110148,5.0
8,110638,3.0
8,114069,3.0
8,110912,4.0
8,111070,3.0
8,111161,5.0
8,114924,3.0
8,109830,3.0
8,109831,5.0
8,110357,5.0
8,110475,3.0
8,111257,4.0
8,111503,5.0
8,109439,1.0
8,106673,3.0
8,106918,4.0
8,106977,3.0
8,107290,4.0
8,107614,2.0
8,108052,5.0
8,108160,3.0
8,99785,3.0
8,99653,3.0
8,99348,5.0
8,96895,3.0
8,102926,4.0
8,100405,3.0
9,114279,3.0
9,114095,3.0
9,109445,4.0
9,110771,3.0
9,113613,3.0
9,43014,4.0
9,33467,5.0
9,104692,2.0
9,104348,4.0
9,82971,5.0
9,88763,5.0
9,90329,4.0
9,81383,2.0
9,96874,3.0
9,99088,4.0
9,99674,3.0
9,63462,5.0
9,73812,3.0
9,79714,2.0
9,146838,2.0
9,165798,3.0
9,70666,3.0
9,93477,1.0
9,96320,1.0
9,120737,5.0
9,268380,4.0
9,121765,3.0
9,181689,4.0
9,286179,4.0
9,265591,4.0
9,295178,5.0
9,295701,1.0
9,102782,1.0
9,103112,3.0
9,246460,3.0
9,279064,4.0
9,77713,1.0
9,110308,4.0
9,268126,5.0
9,167261,5.0
9,217505,4.0
9,106453,1.0
9,75968,4.0
9,91814,2.0
9,85794,4.0
9,86978,2.0
10,110912,1.0
10,109830,3.5
10,103639,4.0
10,100405,3.5
10,34583,4.0
10,58331,0.5
10,92890,3.0
10,61722,3.0
10,98635,3.0
10,119822,3.5
10,120762,4.0
10,133093,0.5
10,125439,3.5
10,167404,0.5
10,169547,1.0
10,137523,0.5
10,172495,4.0
10,204946,3.0
10,243155,3.5
10,126029,4.5
10,250494,4.5
10,120737,4.0
10,268978,4.0
10,281358,3.0
10,276751,3.5
10,256415,3.0
10,252076,3.0
10,167261,4.0
10,313737,3.0
10,251127,3.0
10,286788,3.0
10,266543,3.5
10,333780,4.0
10,314331,4.0
10,337741,4.0
10,335119,3.0
10,167260,4.0
10,304415,4.0
10,360139,4.5
10,343660,3.5
10,337697,4.0
10,377092,3.5
10,332452,5.0
10,362227,3.5
10,332280,5.0
10,316654,3.5
10,372183,3.5
10,368933,3.0
10,361620,5.0
10,317705,2.5
10,317198,3.5
10,308644,1.0
10,395169,3.5
10,372532,2.5
10,386588,4.5
10,391304,3.0
10,356910,3.0
10,372784,5.0
10,414387,3.0
10,358273,4.0
10,416320,2.5
10,454921,3.0
10,381061,5.0
10,457939,5.0
10,416449,3.0
10,482088,4.5
10,416508,1.5
10,440963,3.5
10,467406,3.5
10,988595,3.0
10,832266,3.5
10,468569,4.5
10,866439,2.5
10,1033643,2.0
10,795421,3.0
10,497465,2.0
10,852713,2.5
10,830515,3.5
10,1099212,4.5
10,1068680,0.5
10,1001508,3.5
10,1049413,4.0
10,1041829,4.5
10,417741,3.0
10,1142988,3.0
10,1135503,0.5
10,1174732,5.0
10,1193138,2.5
10,1134629,3.5
10,1259571,3.0
10,1315981,3.5
10,780521,3.5
10,499549,2.5
10,988045,3.0
10,817230,3.0
10,1210106,2.0
10,1325004,3.0
10,1323594,5.0
10,1282140,3.5
10,1126618,2.5
10,1504320,5.0
10,398286,3.5
10,758752,3.5
10,1341188,2.0
10,1411238,3.5
10,1067583,3.0
10,1302011,3.5
10,1570728,4.0
10,1454029,3.0
10,1324999,3.0
10,1345836,5.0
10,1675434,5.0
10,1412386,4.5
10,1217209,4.0
10,1915581,4.0
10,948470,3.0
10,1667889,3.5
10,1074638,5.0
10,2053425,0.5
10,454876,1.0
10,1673434,3.0
10,1690953,4.0
10,2334879,4.0
10,2194499,4.0
10,2390361,2.5
10,1170358,3.5
10,2294629,4.5
10,993846,1.0
10,2140373,2.0
10,2278388,0.5
10,816692,0.5
10,2355495,4.0
10,2112281,4.0
10,2980648,4.5
10,2140577,4.0
10,2802144,1.0
10,2555736,3.5
10,2379713,5.0
10,2268016,4.0
10,2361509,5.0
11,113277,5.0
11,113189,3.0
11,112818,4.0
11,113855,2.0
11,115759,3.0
11,112573,5.0
11,112384,5.0
11,112462,3.0
11,112864,3.0
11,113243,4.0
11,114898,3.0
11,114069,4.0
11,111161,4.0
11,109444,5.0
11,109830,5.0
11,110478,3.0
11,110997,2.0
11,111257,3.0
11,111503,4.0
11,106582,3.0
11,106977,5.0
11,107144,3.0
11,107206,4.0
11,107290,4.0
11,107554,3.0
11,107889,4.0
11,108065,5.0
11,103064,4.0
11,102926,5.0
11,117060,4.0
11,117500,4.0
11,117998,4.0
11,116629,4.0
11,99371,3.0
11,92099,5.0
11,86190,4.0
11,117666,4.0
11,99423,3.0
11,105690,3.0
11,116996,1.0
11,104691,5.0
11,118928,3.0
11,118771,4.0
11,118880,4.0
11,119094,3.0
11,118884,5.0
11,119173,4.0
11,118883,4.0
11,119695,4.0
11,118571,4.0
11,119874,3.0
11,119395,3.0
11,118607,5.0
11,119217,4.0
11,120338,5.0
11,119822,5.0
11,124718,4.0
11,120685,2.0
11,120591,4.0
11,122151,4.0
11,129387,4.0
11,104714,2.0
11,120741,3.0
11,120815,5.0
12,112697,4.0
12,113071,5.0
12,112679,5.0
12,110216,5.0
12,110367,4.5
12,110527,3.0
12,109831,3.5
12,108174,3.5
12,116313,4.0
12,116191,5.0
12,31381,4.5
12,107048,3.5
12,117631,5.0
12,115641,3.0
12,120338,5.0
12,120647,3.5
12,96734,5.0
12,88161,3.5
12,91326,3.0
12,160862,5.0
12,147800,5.0
12,151738,5.0
12,142342,4.0
12,97428,5.0
12,63518,5.0
12,249462,4.5
12,207201,4.5
12,256415,4.0
12,314331,5.0
12,332280,5.0
12,414387,5.0
12,1099212,5.0
13,114369,5.0
13,110907,1.0
13,100405,3.0
13,97108,3.0
13,82971,5.0
13,119081,4.0
13,120102,3.0
13,118842,4.0
13,120338,4.0
13,91790,3.0
13,94721,3.0
13,139134,2.0
13,133093,5.0
13,134847,4.0
13,195714,2.0
13,160797,3.0
13,172495,5.0
13,184894,4.0
13,187078,3.0
13,187393,4.0
13,120903,4.0
13,161081,4.0
13,186566,4.0
13,209958,4.0
13,171580,3.0
13,181875,4.0
13,208874,3.0
13,160127,3.0
13,190332,5.0
13,208092,5.0
13,212985,4.0
14,114885,3.0
14,114319,3.0
14,112281,1.0
14,113627,4.0
14,114746,4.0
14,112697,3.0
14,114369,5.0
14,115759,5.0
14,112579,3.0
14,112573,5.0
14,112384,4.0
14,112462,2.0
14,114436,3.0
14,109686,3.0
14,110322,5.0
14,110638,5.0
14,110632,4.0
14,110912,3.0
14,111161,3.0
14,108550,5.0
14,114924,4.0
14,109040,2.0
14,109484,3.0
14,109830,4.0
14,110475,1.0
14,110997,4.0
14,111257,3.0
14,111756,4.0
14,106582,4.0
14,106881,3.0
14,106965,3.0
14,108551,4.0
14,107290,3.0
14,107501,3.0
14,107818,3.0
14,107822,5.0
14,108002,3.0
14,108052,3.0
14,108160,4.0
14,108162,3.0
14,108333,3.0
14,108358,4.0
14,99785,3.0
14,99348,4.0
14,96895,2.0
14,102926,4.0
14,100405,3.0
14,115798,1.0
15,114709,2.5
15,113855,1.0
15,114369,3.5
15,112642,1.0
15,113481,1.0
15,110216,3.0
15,76759,5.0
15,110413,3.0
15,110912,4.0
15,111161,5.0
15,109813,1.0
15,109830,5.0
15,110357,3.0
15,108052,5.0
15,103639,3.0
15,103064,5.0
15,32910,2.0
15,116629,3.5
15,116225,2.0
15,68646,4.0
15,80684,5.0
15,82971,4.0
15,90605,5.0
15,86190,5.0
15,78748,5.0
15,88247,4.0
15,107048,3.5
15,88763,5.0
15,87800,3.0
15,119116,3.0
15,119177,4.5
15,120902,2.5
15,97733,5.0
15,96874,5.0
15,99088,4.0
15,120815,3.5
15,97757,3.0
15,55254,1.5
15,80801,5.0
15,122690,2.5
15,120586,4.5
15,133093,4.0
15,167404,3.0
15,169547,4.0
15,100802,4.5
15,137523,2.5
15,120689,5.0
15,182789,5.0
15,100157,4.0
15,186151,5.0
15,144084,3.5
15,141926,4.0
15,172495,5.0
15,215129,1.5
15,187393,3.0
15,180093,4.0
15,217869,3.0
15,207201,4.0
15,162222,3.5
15,209144,1.5
15,126029,3.0
15,212720,4.0
15,230600,5.0
15,198781,3.5
15,120737,3.5
15,268978,5.0
15,181689,4.0
15,245429,3.0
15,167261,3.5
15,96283,2.0
15,264464,5.0
15,266543,3.0
15,289043,3.5
15,266697,3.0
15,289879,3.5
15,378194,3.0
15,298148,2.5
15,343818,3.5
15,317705,2.5
15,121766,5.0
15,472043,4.5
15,206634,3.0
15,482571,4.5
15,382932,3.0
15,480249,3.5
15,468569,2.0
15,371746,2.0
15,910970,3.5
15,397892,3.0
15,1205489,4.0
15,1182345,3.0
15,1049413,3.5
15,1022603,4.0
15,1136608,3.5
15,472033,4.0
15,844471,2.5
15,499549,3.0
15,1375666,3.5
15,1219289,5.0
15,1385826,4.5
15,945513,3.5
15,848228,2.0
15,1392170,3.0
15,1345836,2.0
15,1446714,3.0
15,1276104,3.0
15,454876,4.0
15,1853728,1.0
15,1483013,4.0
15,816711,3.5
